,Unnamed: 0,site_id,building_id,primary_use,square_feet,year_built,floor_count,meter,timestamp,meter_reading,air_temperature,cloud_coverage,dew_temperature,precip_depth_1_hr,sea_level_pressure,wind_direction,wind_speed
5694007,5694007,9,885,Lodging/residential,40697,,,0,2016-04-17 06:00:00,27.0,21.1,,20.0,0.0,1011.2,140.0,5.1
13334897,13334897,15,1445,Education,4298,,,0,2016-08-31 13:00:00,2.85,19.4,,16.1,,1015.8,0.0,0.0
18963676,18963676,13,1074,Office,89858,,,1,2016-12-09 21:00:00,0.0,-7.8,,-13.9,0.0,1034.6,280.0,3.6
15504604,15504604,3,450,Education,116872,1931.0,,0,2016-10-08 23:00:00,114.17,18.9,,18.3,0.0,,10.0,4.6
2570617,2570617,14,1242,Office,23871,,,3,2016-02-17 06:00:00,94.95,2.8,2.0,-2.8,0.0,1009.5,310.0,3.6
7848067,7848067,3,401,Entertainment/public assembly,12660,,,0,2016-05-25 14:00:00,45.36,23.3,,13.9,0.0,1021.4,0.0,0.0
5355752,5355752,2,163,Education,72102,1970.0,,3,2016-04-11 06:00:00,0.0,14.4,2.0,11.7,0.0,1015.1,100.0,2.1
11498882,11498882,3,349,Public services,45098,,,0,2016-07-29 12:00:00,148.74,23.9,8.0,21.7,0.0,1011.5,350.0,5.7
6814758,6814758,15,1404,Lodging/residential,169290,2006.0,,1,2016-05-07 04:00:00,2.0726,10.0,,9.4,-1.0,1008.9,70.0,2.1
4037335,4037335,3,356,Public services,4336,,,0,2016-03-17 13:00:00,0.24,11.7,2.0,7.8,0.0,1013.7,,2.1
6776823,6776823,14,1251,Education,104604,,,3,2016-05-06 12:00:00,1130.36,10.0,,7.8,-1.0,1003.6,40.0,5.1
19392580,19392580,2,240,Lodging/residential,111304,1964.0,,3,2016-12-17 11:00:00,17.5843,13.3,,-1.1,0.0,1006.3,270.0,8.2
18863347,18863347,2,229,Education,140092,,,1,2016-12-08 03:00:00,156.465,13.9,,5.6,0.0,1017.3,240.0,2.1
11156579,11156579,13,1149,Office,293990,,,0,2016-07-23 08:00:00,483.406,25.0,,18.9,0.0,1013.4,80.0,3.1
15661570,15661570,13,1184,Lodging/residential,74584,,,0,2016-10-11 17:00:00,74.335,18.9,2.0,11.1,0.0,1012.5,190.0,3.6
9675176,9675176,15,1394,Entertainment/public assembly,16351,2002.0,,0,2016-06-27 00:00:00,9.65,26.1,0.0,15.0,,1017.1,180.0,5.7
6996066,6996066,3,523,Entertainment/public assembly,9726,,,0,2016-05-10 10:00:00,4.77,15.0,,11.1,0.0,1021.4,40.0,3.1
16527356,16527356,13,1192,Office,43587,,,2,2016-10-27 03:00:00,0.0,6.7,,3.3,0.0,1023.0,90.0,2.6
2803342,2803342,4,610,Entertainment/public assembly,30160,1958.0,4.0,0,2016-02-21 23:00:00,38.5,17.2,,7.2,0.0,1024.0,290.0,5.1
13338165,13338165,5,731,Education,29149,1919.0,2.0,0,2016-08-31 15:00:00,5.6,19.0,,14.0,,,260.0,6.2
19132143,19132143,15,1441,Education,30143,1951.0,,0,2016-12-12 20:00:00,301.325,3.9,,-2.8,,1008.9,260.0,6.2
14774247,14774247,13,1198,Education,85164,,,0,2016-09-26 01:00:00,40.472,15.6,,8.9,0.0,1014.2,290.0,6.2
7834811,7834811,10,1004,Education,74886,,2.0,0,2016-05-25 08:00:00,205.0,9.4,0.0,4.4,0.0,1011.2,170.0,4.6
18576596,18576596,0,76,Education,128887,2009.0,,0,2016-12-02 16:00:00,1890.69,20.0,0.0,9.4,0.0,1021.4,20.0,4.6
15686925,15686925,9,880,Education,157723,,,0,2016-10-12 04:00:00,133.519,21.7,0.0,13.9,0.0,1017.7,0.0,0.0
15286009,15286009,13,1163,Parking,83919,,,0,2016-10-05 02:00:00,54.0,18.9,,14.4,-1.0,1008.1,140.0,7.7
10218734,10218734,2,197,Public services,102856,,,0,2016-07-06 17:00:00,126.35,34.4,2.0,12.8,0.0,1011.2,,1.5
18883600,18883600,13,1168,Office,577101,,,1,2016-12-08 11:00:00,0.8122,-8.3,,-11.7,-1.0,1024.3,290.0,6.2
511328,511328,13,1186,Lodging/residential,157070,,,2,2016-01-10 06:00:00,5625.0,-21.1,0.0,-26.1,0.0,1024.5,320.0,6.7
19479236,19479236,14,1245,Healthcare,35354,,,2,2016-12-18 23:00:00,204.109,4.4,,-3.3,0.0,1021.9,350.0,6.7
4399166,4399166,2,211,Education,48411,,,0,2016-03-24 17:00:00,154.97,20.6,0.0,-7.8,0.0,1017.4,60.0,4.1
407307,407307,3,507,Education,61151,,,0,2016-01-08 09:00:00,51.17,4.4,8.0,3.9,0.0,1022.5,340.0,1.5
11170735,11170735,14,1243,Healthcare,237704,,,2,2016-07-23 14:00:00,315.483,30.0,0.0,21.1,0.0,1011.2,300.0,2.6
16091553,16091553,0,73,Parking,387638,2008.0,,0,2016-10-19 09:00:00,55.6969,20.0,2.0,17.2,0.0,1016.0,10.0,3.1
3835038,3835038,2,213,Education,49662,1964.0,,1,2016-03-13 13:00:00,102.516,11.1,2.0,0.0,0.0,1016.2,110.0,3.6
15759477,15759477,5,664,Entertainment/public assembly,49492,1976.0,2.0,0,2016-10-13 11:00:00,12.4,11.0,,7.0,,,60.0,8.2
14058285,14058285,3,435,Office,29916,2002.0,,0,2016-09-13 09:00:00,80.46,21.1,6.0,18.9,0.0,1022.9,230.0,2.1
5243367,5243367,2,170,Retail,45224,1982.0,,0,2016-04-09 06:00:00,38.81,21.7,6.0,10.0,0.0,1012.0,300.0,1.5
19750751,19750751,15,1436,Manufacturing/industrial,11302,1937.0,,2,2016-12-23 18:00:00,1660.79,3.3,0.0,-5.6,,1028.2,210.0,4.1
12557557,12557557,2,286,Lodging/residential,32841,1935.0,,1,2016-08-17 16:00:00,144.859,34.4,,13.3,0.0,1009.7,90.0,3.6
16911688,16911688,3,304,Entertainment/public assembly,194300,1900.0,,0,2016-11-02 23:00:00,0.04,18.9,,16.1,0.0,1022.2,190.0,3.1
5464401,5464401,8,827,Office,5839,,1.0,0,2016-04-13 04:00:00,37.1667,22.2,,16.7,0.0,1019.3,90.0,2.1
17660027,17660027,0,77,Lodging/residential,24456,1968.0,,0,2016-11-16 07:00:00,224.972,13.9,0.0,11.7,0.0,1013.7,330.0,1.5
16107091,16107091,12,1063,Education,58157,,,0,2016-10-19 15:00:00,60.5825,12.0,7.0,6.9,,1025.8,320.0,4.0
5772255,5772255,14,1314,Education,73813,,,0,2016-04-18 15:00:00,314.099,22.8,0.0,0.6,0.0,1022.7,40.0,4.1
9529105,9529105,13,1107,Education,184098,,,0,2016-06-24 10:00:00,739.812,16.7,2.0,15.0,0.0,1017.3,0.0,0.0
4151043,4151043,3,382,Education,47984,2002.0,,0,2016-03-19 19:00:00,52.67,5.0,,1.7,5.0,1019.1,50.0,4.1
9170944,9170944,15,1444,Entertainment/public assembly,19619,1914.0,,0,2016-06-18 01:00:00,5.275,17.2,0.0,12.8,,1017.8,0.0,0.0
15907575,15907575,9,891,Education,50846,,,0,2016-10-16 02:00:00,0.0,27.2,,20.6,0.0,1013.6,160.0,3.1
14373317,14373317,3,326,Entertainment/public assembly,45548,,,0,2016-09-18 23:00:00,49.92,28.9,,21.1,0.0,1015.5,220.0,2.1
11140845,11140845,15,1362,Education,113988,1923.0,,1,2016-07-23 01:00:00,161.195,27.2,2.0,17.8,,1010.3,270.0,3.6
12166507,12166507,2,254,Entertainment/public assembly,254766,1989.0,,1,2016-08-10 13:00:00,1193.06,28.9,,20.0,0.0,1010.1,0.0,0.0
1861216,1861216,2,290,Office,51732,1966.0,,1,2016-02-03 18:00:00,36.118,8.9,0.0,-6.1,0.0,1027.7,350.0,2.6
17755198,17755198,14,1224,Office,23481,,,1,2016-11-17 23:00:00,399.079,12.2,0.0,2.8,0.0,1016.7,10.0,2.6
6669156,6669156,15,1348,Education,131271,2010.0,,0,2016-05-04 14:00:00,481.5,13.3,4.0,7.2,,1007.3,140.0,2.6
3744283,3744283,9,927,Lodging/residential,745671,,,0,2016-03-11 17:00:00,988.0,17.8,,16.7,8.0,1013.6,50.0,2.6
16372717,16372717,7,800,Education,64583,1955.0,2.0,1,2016-10-24 08:00:00,0.0,4.4,,0.7,,1007.8,270.0,4.6
11855049,11855049,14,1270,Entertainment/public assembly,18551,,,3,2016-08-04 21:00:00,0.0,27.2,4.0,15.6,0.0,1018.6,150.0,1.5
6798611,6798611,2,170,Retail,45224,1982.0,,1,2016-05-06 22:00:00,48.0753,26.1,,3.3,0.0,1006.8,240.0,6.2
4427027,4427027,4,623,Education,49388,1931.0,6.0,0,2016-03-25 06:00:00,21.75,13.9,2.0,9.4,0.0,1021.2,250.0,3.6
18862908,18862908,15,1397,Lodging/residential,19984,1914.0,,1,2016-12-08 02:00:00,0.0,-1.1,4.0,-2.2,,1016.5,0.0,0.0
16361195,16361195,9,955,Education,198488,,,2,2016-10-24 03:00:00,283.65,23.9,0.0,15.0,0.0,1021.0,170.0,3.1
3590207,3590207,6,768,Education,75929,,,0,2016-03-08 16:00:00,576.25,22.2,0.0,0.6,0.0,1022.6,,1.5
15819734,15819734,14,1311,Lodging/residential,66794,,,0,2016-10-14 12:00:00,55.06,7.8,0.0,3.3,0.0,1026.3,340.0,3.6
8847957,8847957,3,489,Education,85039,1925.0,,0,2016-06-12 08:00:00,239.5,25.0,,18.9,0.0,1009.8,180.0,3.6
807120,807120,15,1357,Office,21618,,,1,2016-01-15 15:00:00,23.9852,3.9,0.0,-1.7,,1009.3,160.0,5.1
5809418,5809418,13,1209,Healthcare,115788,,,0,2016-04-19 07:00:00,247.227,9.4,,7.8,10.0,1023.7,10.0,4.6
3605549,3605549,13,1091,Lodging/residential,233341,,,2,2016-03-08 23:00:00,6609.38,13.9,,6.1,0.0,1003.7,220.0,9.3
1389213,1389213,14,1244,Public services,95526,,,3,2016-01-26 04:00:00,900.892,-3.3,0.0,-7.2,0.0,1023.3,0.0,0.0
5582668,5582668,15,1395,Lodging/residential,98624,,,0,2016-04-15 06:00:00,69.875,-2.8,0.0,-4.4,,1029.7,80.0,1.5
3294488,3294488,3,431,Parking,1760,,,0,2016-03-02 19:00:00,24.39,5.6,2.0,-8.3,0.0,1013.8,330.0,9.3
1023902,1023902,3,293,Office,408000,2010.0,,0,2016-01-19 14:00:00,1146.58,-7.8,0.0,-18.3,0.0,1026.4,310.0,6.7
9642195,9642195,14,1289,Education,194441,,,0,2016-06-26 10:00:00,672.555,16.1,0.0,12.2,0.0,1022.9,0.0,0.0
2899676,2899676,13,1148,Office,861524,,,1,2016-02-23 21:00:00,63.4746,3.9,,0.6,0.0,1015.7,240.0,2.1
16078171,16078171,3,556,Healthcare,450000,2012.0,,0,2016-10-19 03:00:00,1241.21,21.1,0.0,18.9,0.0,1014.1,190.0,3.6
9209233,9209233,4,598,Public services,68701,1930.0,4.0,0,2016-06-18 18:00:00,43.8075,20.0,2.0,9.4,0.0,1022.5,270.0,5.1
5322182,5322182,13,1201,Education,73597,,,0,2016-04-10 15:00:00,64.017,6.1,,-2.8,0.0,1003.1,230.0,3.6
4494152,4494152,3,385,Public services,18432,1973.0,,0,2016-03-26 14:00:00,18.26,7.2,2.0,-1.1,0.0,1026.8,80.0,3.1
11818857,11818857,3,307,Public services,10873,,,0,2016-08-04 06:00:00,19.0,22.8,0.0,18.3,0.0,1020.3,70.0,1.5
19021643,19021643,2,247,Education,64560,1965.0,,1,2016-12-10 22:00:00,160.368,21.7,,2.8,0.0,1016.0,190.0,1.5
1991104,1991104,9,957,Education,111195,,,2,2016-02-06 02:00:00,201.3,13.3,,0.6,0.0,1026.4,150.0,3.6
10153604,10153604,4,641,Education,109588,1994.0,8.0,0,2016-07-05 13:00:00,467.641,15.0,,11.1,0.0,1015.4,290.0,4.1
13324144,13324144,7,797,Education,764237,1979.0,13.0,0,2016-08-31 09:00:00,4575.81,18.1,,16.1,,1011.5,200.0,3.1
2513329,2513329,2,254,Entertainment/public assembly,254766,1989.0,,1,2016-02-16 03:00:00,442.982,23.9,2.0,-1.7,0.0,1011.2,250.0,2.1
10944496,10944496,4,623,Education,49388,1931.0,6.0,0,2016-07-19 14:00:00,35.5,13.9,,10.6,0.0,1019.4,260.0,5.7
14110114,14110114,3,530,Public services,144000,,,0,2016-09-14 07:00:00,68.12,22.2,2.0,18.3,0.0,1019.0,200.0,3.1
11202185,11202185,4,625,Education,55516,1978.0,5.0,0,2016-07-24 04:00:00,102.091,16.7,0.0,12.2,0.0,1011.4,280.0,7.2
11531396,11531396,5,665,Entertainment/public assembly,8773,1966.0,1.0,0,2016-07-30 02:00:00,0.49,14.0,0.0,13.0,,,340.0,2.6
694423,694423,15,1363,Office,157933,1932.0,,1,2016-01-13 14:00:00,21.1357,-8.9,2.0,-15.0,,1015.1,280.0,7.7
16447128,16447128,3,485,Public services,22000,2007.0,,0,2016-10-25 16:00:00,176.14,16.1,2.0,1.7,0.0,1026.7,310.0,7.2
9901704,9901704,9,903,Education,275793,,,2,2016-07-01 01:00:00,265.35,31.7,0.0,20.0,0.0,1012.3,120.0,3.6
1374038,1374038,2,284,Entertainment/public assembly,230259,1975.0,,1,2016-01-25 22:00:00,60.736,18.3,2.0,-2.8,0.0,1014.9,,1.5
7537661,7537661,4,655,Education,222434,1964.0,11.0,0,2016-05-20 01:00:00,122.922,18.3,,7.8,0.0,1008.4,270.0,9.3
14561062,14561062,1,121,Education,150318,1906.0,9.0,0,2016-09-22 07:00:00,580.5,14.6,,12.0,,1018.5,210.0,3.1
2240064,2240064,2,200,Entertainment/public assembly,143093,1964.0,,3,2016-02-10 15:00:00,43.9606,14.4,2.0,-2.8,0.0,1021.7,0.0,0.0
15857252,15857252,14,1318,Entertainment/public assembly,73488,,,3,2016-10-15 04:00:00,227.144,6.1,0.0,4.4,0.0,1028.0,350.0,2.1
12692904,12692904,13,1079,Education,14185,,,0,2016-08-20 01:00:00,6.608,19.4,,16.7,18.0,1010.2,360.0,4.1
13547303,13547303,2,274,Office,42214,1985.0,,0,2016-09-04 08:00:00,20.66,30.0,0.0,3.9,0.0,1002.8,130.0,3.1
12821955,12821955,9,969,Education,193723,,,2,2016-08-22 08:00:00,33.55,23.9,,23.3,0.0,1015.9,110.0,1.5
5351415,5351415,3,363,Education,69300,2017.0,,0,2016-04-11 04:00:00,53.16,8.3,,0.6,0.0,1025.6,180.0,6.2
19209480,19209480,13,1130,Education,280225,,,0,2016-12-14 05:00:00,767.216,-12.8,0.0,-17.2,0.0,1018.4,260.0,5.7
7178605,7178605,2,260,Education,126985,1979.0,,1,2016-05-13 16:00:00,0.0,30.6,2.0,0.0,0.0,1012.6,120.0,3.1
9449574,9449574,14,1242,Office,23871,,,0,2016-06-23 00:00:00,8.0,27.2,0.0,10.6,0.0,1010.4,290.0,2.1
10001317,10001317,2,171,Office,131797,1968.0,,1,2016-07-02 20:00:00,29.5415,36.1,4.0,16.1,0.0,1011.7,40.0,2.1
1409439,1409439,12,1045,Office,33530,,,0,2016-01-26 13:00:00,32.3525,13.0,7.0,10.9,,995.1,220.0,15.0
6253248,6253248,3,514,Public services,12750,,,0,2016-04-27 05:00:00,10.07,22.2,,15.6,0.0,1007.4,180.0,4.1
3490322,3490322,13,1209,Healthcare,115788,,,2,2016-03-06 16:00:00,1738.28,8.3,,-2.2,0.0,1010.0,170.0,7.2
19059654,19059654,3,395,Public services,8925,1912.0,,0,2016-12-11 14:00:00,19.37,0.0,,-8.9,0.0,1035.5,60.0,2.1
3804678,3804678,3,377,Public services,12506,,,0,2016-03-12 22:00:00,8.69,13.9,,7.8,-1.0,1019.7,80.0,3.1
2114796,2114796,3,313,Education,103800,,,0,2016-02-08 08:00:00,102.64,2.8,,-5.6,0.0,1008.1,340.0,5.7
10532842,10532842,0,37,Lodging/residential,53130,2002.0,,0,2016-07-12 07:00:00,152.211,25.6,,23.3,0.0,1018.8,180.0,1.5
4872066,4872066,13,1087,Office,56569,,,0,2016-04-02 15:00:00,23.738000000000003,-3.3,,-12.2,0.0,1011.8,320.0,12.4
3044166,3044166,5,717,Education,28826,1976.0,2.0,0,2016-02-26 19:00:00,4.8,6.0,0.0,0.0,,,110.0,7.2
13819518,13819518,14,1289,Education,194441,,,2,2016-09-09 03:00:00,2931.85,27.8,0.0,21.1,0.0,1010.1,210.0,1.5
15799611,15799611,5,673,Entertainment/public assembly,36307,1976.0,2.0,0,2016-10-14 04:00:00,17.09,7.0,,7.0,,,50.0,3.6
5280963,5280963,2,238,Office,45017,,,0,2016-04-09 22:00:00,138.36,27.2,4.0,6.1,0.0,1009.1,,3.1
18874808,18874808,0,8,Education,60809,2003.0,,0,2016-12-08 08:00:00,572.668,15.6,0.0,13.9,0.0,1019.3,320.0,3.1
13396251,13396251,0,74,Parking,387638,1997.0,,0,2016-09-01 16:00:00,93.1695,28.9,,24.4,0.0,1013.3,140.0,3.6
12210012,12210012,6,787,Lodging/residential,278795,,,2,2016-08-11 08:00:00,115.398,23.3,0.0,21.7,0.0,1019.9,0.0,0.0
4848458,4848458,9,978,Education,258491,,,1,2016-04-02 05:00:00,54.7222,11.1,0.0,3.3,0.0,1021.2,340.0,2.6
7678364,7678364,5,666,Entertainment/public assembly,12045,1976.0,1.0,0,2016-05-22 13:00:00,3.2,14.0,,10.0,,,260.0,6.2
9764651,9764651,2,185,Education,84300,,,0,2016-06-28 15:00:00,148.34,35.0,2.0,16.1,0.0,1011.0,140.0,3.6
4003794,4003794,3,535,Healthcare,15000,2010.0,,0,2016-03-16 21:00:00,10.89,22.2,6.0,13.3,0.0,1005.6,160.0,2.6
6863394,6863394,13,1136,Office,79782,,,0,2016-05-08 01:00:00,38.034,18.3,,-5.0,0.0,1012.5,10.0,6.2
16847445,16847445,15,1420,Entertainment/public assembly,95079,1975.0,,0,2016-11-01 19:00:00,212.525,13.3,0.0,6.7,,1021.7,150.0,8.2
17402233,17402233,13,1219,Office,91316,,,2,2016-11-11 15:00:00,317.383,5.6,0.0,-0.6,0.0,1032.2,30.0,6.2
6924669,6924669,14,1301,Education,62242,,,2,2016-05-09 03:00:00,697.6260000000001,13.3,0.0,-0.6,0.0,1012.7,240.0,1.5
16466479,16466479,2,258,Education,71224,,,1,2016-10-26 01:00:00,0.0,31.1,2.0,10.0,0.0,1012.2,360.0,3.6
19593827,19593827,5,669,Entertainment/public assembly,4768,1976.0,1.0,0,2016-12-21 00:00:00,3.9,8.0,,6.0,,,230.0,3.1
7927983,7927983,3,556,Healthcare,450000,2012.0,,0,2016-05-27 00:00:00,1199.11,26.7,6.0,18.3,0.0,1016.3,170.0,3.6
16790794,16790794,14,1321,Entertainment/public assembly,370024,,,0,2016-10-31 19:00:00,679.0,13.3,0.0,0.0,0.0,1021.4,340.0,5.1
4033187,4033187,3,421,Entertainment/public assembly,11274,,,0,2016-03-17 11:00:00,20.91,10.0,2.0,6.1,0.0,1012.9,220.0,2.1
8307299,8307299,14,1323,Office,87200,,,1,2016-06-02 17:00:00,2911.67,23.9,0.0,15.6,0.0,1018.8,0.0,0.0
6218239,6218239,5,666,Entertainment/public assembly,12045,1976.0,1.0,0,2016-04-26 14:00:00,14.2,11.0,,-3.0,,,340.0,6.2
10318392,10318392,13,1100,Lodging/residential,174924,,,2,2016-07-08 11:00:00,0.0,19.4,,16.7,0.0,1008.0,250.0,3.6
15920327,15920327,15,1368,Entertainment/public assembly,199037,1949.0,,0,2016-10-16 07:00:00,204.925,12.2,,6.1,,1021.2,170.0,6.7
18737243,18737243,2,191,Education,78268,1964.0,,0,2016-12-05 20:00:00,69.21,17.8,,-4.4,0.0,1011.9,140.0,1.5
17791682,17791682,13,1093,Office,47578,,,2,2016-11-18 15:00:00,180.664,7.8,,6.7,17.0,,20.0,6.2
6985360,6985360,13,1175,Manufacturing/industrial,81372,,,0,2016-05-10 05:00:00,107.464,11.7,,10.0,10.0,1010.2,80.0,4.6
1542745,1542745,13,1102,Office,87187,,,0,2016-01-28 23:00:00,56.364,-1.7,2.0,-8.3,0.0,1012.7,320.0,6.2
3168597,3168597,3,310,Public services,22000,,,0,2016-02-29 07:00:00,31.34,11.7,0.0,-0.6,0.0,1007.4,210.0,6.2
10850142,10850142,2,276,Office,70837,2014.0,,0,2016-07-17 22:00:00,215.13,38.9,,11.7,0.0,1009.1,260.0,4.1
10502895,10502895,3,444,Public services,12945,1960.0,,0,2016-07-11 18:00:00,7.08,28.9,4.0,15.6,0.0,1019.0,140.0,1.5
19325763,19325763,14,1301,Education,62242,,,3,2016-12-16 06:00:00,21.4564,-8.3,0.0,-18.3,0.0,1024.5,270.0,5.1
18731059,18731059,2,262,Entertainment/public assembly,20804,1999.0,,0,2016-12-05 17:00:00,9.38,12.8,4.0,-4.4,0.0,1013.5,120.0,3.6
19870984,19870984,15,1359,Education,124289,1904.0,,1,2016-12-25 21:00:00,15.8369,0.6,4.0,-4.4,,1035.8,330.0,3.1
20140,20140,14,1223,Office,52141,,,0,2016-01-01 08:00:00,72.0306,3.9,0.0,-3.3,0.0,1018.3,300.0,4.1
17655893,17655893,3,364,Education,83800,,,0,2016-11-16 05:00:00,58.17,10.0,2.0,3.9,0.0,1011.8,240.0,2.1
10824113,10824113,2,161,Education,11329,,,0,2016-07-17 11:00:00,9.04,33.3,4.0,12.8,0.0,1007.4,100.0,3.6
1838694,1838694,5,713,Education,14973,1976.0,2.0,0,2016-02-03 08:00:00,10.109,6.0,,1.0,,,280.0,11.3
18081417,18081417,3,349,Public services,45098,,,0,2016-11-23 19:00:00,84.38,10.6,4.0,-4.4,0.0,1025.7,180.0,3.6
6144203,6144203,13,1189,Office,98212,,,1,2016-04-25 06:00:00,63.308,12.2,8.0,10.6,-1.0,1002.1,80.0,5.7
1356214,1356214,9,878,Lodging/residential,41241,,,2,2016-01-25 14:00:00,0.0,15.6,,12.8,0.0,1013.5,210.0,3.1
11227411,11227411,3,301,Public services,51176,,,0,2016-07-24 15:00:00,32.32,32.8,4.0,18.3,0.0,1015.6,70.0,3.6
1350551,1350551,0,26,Office,26953,2005.0,,0,2016-01-25 12:00:00,0.0,4.4,2.0,2.8,0.0,1024.1,0.0,0.0
9036595,9036595,13,1146,Public services,83155,,,0,2016-06-15 16:00:00,83.48299999999999,22.8,,16.1,0.0,1005.6,290.0,7.7
2825550,2825550,2,175,Education,111635,1989.0,,0,2016-02-22 10:00:00,168.6,14.4,0.0,1.1,0.0,1010.7,90.0,2.6
8126563,8126563,15,1345,Education,20889,1976.0,,0,2016-05-30 12:00:00,0.0,20.0,4.0,16.1,,1015.6,180.0,3.1
4535900,4535900,2,194,Office,155682,,,1,2016-03-27 10:00:00,23.8442,16.1,0.0,-11.1,0.0,1012.7,210.0,2.1
16366926,16366926,15,1422,Lodging/residential,19876,1932.0,,0,2016-10-24 05:00:00,15.025,8.3,,6.1,-1.0,1009.6,200.0,2.6
18836327,18836327,13,1160,Office,80205,,,0,2016-12-07 15:00:00,72.05199999999999,-8.3,,-12.8,-1.0,1017.8,260.0,7.7
1604183,1604183,4,592,Education,120694,2012.0,7.0,0,2016-01-30 02:00:00,328.32,15.0,,13.9,-1.0,1017.6,200.0,5.1
707936,707936,14,1252,Education,116249,,,1,2016-01-13 20:00:00,2527.9,-2.8,2.0,-15.0,0.0,1015.7,310.0,6.2
14170375,14170375,15,1357,Office,21618,,,1,2016-09-15 08:00:00,26.3694,6.1,0.0,5.6,,1026.4,20.0,1.5
1026098,1026098,2,238,Office,45017,,,1,2016-01-19 15:00:00,71.8492,7.2,4.0,2.2,0.0,1021.0,90.0,2.6
3181064,3181064,2,247,Education,64560,1965.0,,0,2016-02-29 13:00:00,196.6,16.1,4.0,-0.6,0.0,1013.7,120.0,2.1
485294,485294,3,367,Entertainment/public assembly,20584,,,0,2016-01-09 19:00:00,49.46,9.4,,7.8,-1.0,1017.7,20.0,2.6
2670392,2670392,2,197,Public services,102856,,,0,2016-02-19 07:00:00,153.72,18.3,,-0.6,0.0,1013.4,90.0,3.1
10346263,10346263,9,951,Office,103924,,,1,2016-07-08 23:00:00,495.911,35.6,4.0,21.1,0.0,1012.6,140.0,5.7
9469473,9469473,3,465,Office,6400,,,0,2016-06-23 09:00:00,43.02,22.8,8.0,21.1,-1.0,1013.1,0.0,0.0
15893014,15893014,2,271,Education,71421,,,0,2016-10-15 20:00:00,55.75,33.3,2.0,3.3,0.0,1010.6,,2.1
18043554,18043554,2,281,Food sales and service,28862,,,1,2016-11-23 03:00:00,39.1074,16.7,0.0,7.2,0.0,1017.8,250.0,2.1
18867065,18867065,13,1162,Office,72958,,,1,2016-12-08 04:00:00,12.3284,-8.9,,-13.3,-1.0,1021.8,280.0,6.7
10607425,10607425,14,1224,Office,23481,,,1,2016-07-13 14:00:00,412.83,24.4,,20.0,0.0,1017.5,180.0,2.6
13637720,13637720,9,978,Education,258491,,,0,2016-09-05 22:00:00,179.0,28.3,0.0,22.8,-1.0,1015.5,120.0,3.6
15651756,15651756,9,981,Education,167055,,,0,2016-10-11 13:00:00,178.28,13.3,0.0,8.9,0.0,1020.3,0.0,0.0
1698401,1698401,9,883,Education,399331,,,1,2016-01-31 19:00:00,598.7080000000001,25.6,0.0,13.3,0.0,1008.2,,2.1
3992575,3992575,0,30,Education,93897,1999.0,,1,2016-03-16 16:00:00,4811.98,27.2,4.0,17.8,0.0,1018.4,300.0,5.1
13441653,13441653,3,557,Public services,19000,,,0,2016-09-02 11:00:00,47.28,19.4,,13.3,0.0,1018.8,360.0,4.1
19800733,19800733,2,253,Education,65907,1964.0,,1,2016-12-24 16:00:00,50.5723,11.7,,8.9,0.0,1007.9,110.0,3.6
2908480,2908480,0,37,Lodging/residential,53130,2002.0,,0,2016-02-24 02:00:00,0.0,20.6,2.0,17.2,0.0,1011.4,150.0,3.6
10721933,10721933,9,954,Education,305224,,,1,2016-07-15 15:00:00,0.0,30.0,,22.8,0.0,1015.6,170.0,2.6
10790432,10790432,13,1156,Education,259989,,,2,2016-07-16 20:00:00,5859.38,26.7,4.0,13.3,0.0,1015.5,170.0,5.7
7964452,7964452,14,1292,Office,58196,,,2,2016-05-27 15:00:00,1012.41,27.8,0.0,19.4,0.0,1017.1,,2.1
386103,386103,0,97,Lodging/residential,187647,2007.0,,0,2016-01-08 00:00:00,0.0,19.4,8.0,15.0,0.0,1014.7,80.0,2.6
9371168,9371168,5,717,Education,28826,1976.0,2.0,0,2016-06-21 15:00:00,21.3,17.0,,11.0,,,230.0,4.6
18805514,18805514,13,1101,Office,71936,,,0,2016-12-07 02:00:00,42.477,-6.7,,-12.2,-1.0,1009.8,270.0,9.3
17983973,17983973,15,1406,Lodging/residential,136522,2005.0,,0,2016-11-22 01:00:00,104.325,-2.2,,-4.4,-1.0,1011.1,290.0,10.3
5636121,5636121,14,1225,Office,122746,,,0,2016-04-16 05:00:00,146.571,8.3,0.0,-2.8,0.0,1029.0,210.0,1.5
11896770,11896770,14,1285,Healthcare,130067,,,0,2016-08-05 15:00:00,304.0,25.6,0.0,17.8,0.0,1016.5,210.0,3.1
6063846,6063846,6,775,Office,104355,,,0,2016-04-23 20:00:00,156.0,22.2,4.0,9.4,0.0,1011.1,330.0,4.6
8017883,8017883,12,1042,Office,29547,,,0,2016-05-28 14:00:00,64.415,16.0,5.0,9.8,,1015.5,100.0,4.0
20157514,20157514,3,301,Public services,51176,,,0,2016-12-30 23:00:00,33.99,2.8,4.0,-6.1,-1.0,1016.3,300.0,3.1
10276506,10276506,14,1243,Healthcare,237704,,,2,2016-07-07 17:00:00,247.392,33.3,4.0,20.6,0.0,1007.2,250.0,4.6
7919768,7919768,14,1247,Food sales and service,69876,,,2,2016-05-26 20:00:00,478.002,31.1,0.0,11.1,0.0,1016.5,170.0,4.1
16788042,16788042,13,1139,Office,336650,,,0,2016-10-31 18:00:00,1099.18,11.1,8.0,8.9,0.0,1007.5,170.0,6.7
